char,unihan_stroke,unihan_form,form_source,radical_no,residual,unicode_version
筌,12,筌,unihan:identity,118,6,17.0.0
筏,12,筏,unihan:identity,118,6,17.0.0
筐,12,筐,unihan:identity,118,6,17.0.0
筑,16,築,char-table:preferred-traditional+unihan:kTraditionalVariant,118,10,17.0.0
筒,12,筒,unihan:identity,118,6,17.0.0
答,12,答,unihan:identity,118,6,17.0.0
策,12,策,unihan:identity,118,6,17.0.0
筘,12,筘,unihan:identity,118,6,17.0.0
筚,17,篳,char-table:preferred-traditional+unihan:kTraditionalVariant,118,11,17.0.0
筛,16,篩,char-table:preferred-traditional+unihan:kTraditionalVariant,118,10,17.0.0
筜,19,簹,char-table:preferred-traditional+unihan:kTraditionalVariant,118,13,17.0.0
筝,14,箏,unihan:kTraditionalVariant[17.0.0],118,8,17.0.0
筠,13,筠,unihan:identity,118,7,17.0.0
筢,13,筢,unihan:identity,118,7,17.0.0
筤,13,筤,unihan:identity,118,7,17.0.0
筥,13,筥,unihan:identity,118,7,17.0.0
筦,13,筦,unihan:identity,118,7,17.0.0
筮,13,筮,unihan:identity,118,7,17.0.0
筱,13,筱,unihan:identity,118,7,17.0.0
筲,13,筲,unihan:identity,118,7,17.0.0
筵,13,筵,unihan:identity,118,7,17.0.0
筶,13,筶,unihan:identity,118,7,17.0.0
筷,13,筷,unihan:identity,118,7,17.0.0
筹,20,籌,char-table:preferred-traditional+unihan:kTraditionalVariant,118,14,17.0.0
筻,13,筻,unihan:identity,118,7,17.0.0
筼,16,篔,char-table:preferred-traditional+unihan:kTraditionalVariant,118,10,17.0.0
签,19,簽,char-table:preferred-traditional+unihan:kTraditionalVariant,118,13,17.0.0
简,18,簡,char-table:preferred-traditional+unihan:kTraditionalVariant,118,12,17.0.0
箅,14,箅,unihan:identity,118,8,17.0.0
箍,14,箍,unihan:identity,118,8,17.0.0
箐,14,箐,unihan:identity,118,8,17.0.0
箓,22,籙,char-table:preferred-traditional+unihan:kTraditionalVariant,118,16,17.0.0
箔,14,箔,unihan:identity,118,8,17.0.0
箕,14,箕,unihan:identity,118,8,17.0.0
箖,14,箖,unihan:identity,118,8,17.0.0
算,14,算,unihan:identity,118,8,17.0.0
箜,14,箜,unihan:identity,118,8,17.0.0
管,14,管,unihan:identity,118,8,17.0.0
箢,14,箢,unihan:identity,118,8,17.0.0
箦,17,簀,char-table:preferred-traditional+unihan:kTraditionalVariant,118,11,17.0.0
箧,15,篋,char-table:preferred-traditional+unihan:kTraditionalVariant,118,9,17.0.0
箨,22,籜,char-table:preferred-traditional+unihan:kTraditionalVariant,118,16,17.0.0
箩,25,籮,char-table:preferred-traditional+unihan:kTraditionalVariant,118,19,17.0.0
箪,18,簞,char-table:preferred-traditional+unihan:kTraditionalVariant,118,12,17.0.0
箫,18,簫,char-table:preferred-traditional+unihan:kTraditionalVariant,118,12,17.0.0
箬,15,箬,unihan:identity,118,9,17.0.0
箭,15,箭,unihan:identity,118,9,17.0.0
箱,15,箱,unihan:identity,118,9,17.0.0
箴,15,箴,unihan:identity,118,9,17.0.0
箸,15,箸,unihan:identity,118,9,17.0.0
篁,15,篁,unihan:identity,118,9,17.0.0
篆,15,篆,unihan:identity,118,9,17.0.0
篇,15,篇,unihan:identity,118,9,17.0.0
篌,15,篌,unihan:identity,118,9,17.0.0
篑,18,簣,char-table:preferred-traditional+unihan:kTraditionalVariant,118,12,17.0.0
篓,17,簍,char-table:preferred-traditional+unihan:kTraditionalVariant,118,11,17.0.0
篙,16,篙,unihan:identity,118,10,17.0.0
篚,16,篚,unihan:identity,118,10,17.0.0
篝,16,篝,unihan:identity,118,10,17.0.0
篡,16,篡,unihan:identity,118,10,17.0.0
篥,16,篥,unihan:identity,118,10,17.0.0
篦,16,篦,unihan:identity,118,10,17.0.0
篪,16,篪,unihan:identity,118,10,17.0.0
篮,20,籃,char-table:preferred-traditional+unihan:kTraditionalVariant,118,14,17.0.0
篯,22,籛,char-table:preferred-traditional+unihan:kTraditionalVariant,118,16,17.0.0
篱,25,籬,char-table:preferred-traditional+unihan:kTraditionalVariant,118,19,17.0.0
篷,17,篷,unihan:identity,118,11,17.0.0
篼,17,篼,unihan:identity,118,11,17.0.0
篾,17,篾,unihan:identity,118,11,17.0.0
簃,17,簃,unihan:identity,118,11,17.0.0
簇,17,簇,unihan:identity,118,11,17.0.0
簉,17,簉,unihan:identity,118,11,17.0.0
簋,17,簋,unihan:identity,118,11,17.0.0
簌,17,簌,unihan:identity,118,11,17.0.0
簏,17,簏,unihan:identity,118,11,17.0.0
簕,16,簕,unihan:identity,118,10,17.0.0
簖,24,籪,char-table:preferred-traditional+unihan:kTraditionalVariant,118,18,17.0.0
簝,18,簝,unihan:identity,118,12,17.0.0
簟,18,簟,unihan:identity,118,12,17.0.0
簠,18,簠,unihan:identity,118,12,17.0.0
簧,18,簧,unihan:identity,118,12,17.0.0
簪,18,簪,unihan:identity,118,12,17.0.0
簰,18,簰,unihan:identity,118,12,17.0.0
簸,19,簸,unihan:identity,118,13,17.0.0
簿,19,簿,unihan:identity,118,13,17.0.0
籀,19,籀,unihan:identity,118,13,17.0.0
籁,22,籟,char-table:preferred-traditional+unihan:kTraditionalVariant,118,16,17.0.0
籍,20,籍,unihan:identity,118,14,17.0.0
籥,23,籥,unihan:identity,118,17,17.0.0
米,6,米,unihan:identity,119,0,17.0.0
籴,22,糴,char-table:preferred-traditional+unihan:kTraditionalVariant,119,16,17.0.0
类,19,類,char-table:preferred-traditional+unihan:kTraditionalVariant,181,10,17.0.0
籼,8,秈,unihan:kTraditionalVariant[17.0.0],115,3,17.0.0
籽,9,籽,unihan:identity,119,3,17.0.0
粉,10,粉,unihan:identity,119,4,17.0.0
粑,10,粑,unihan:identity,119,4,17.0.0
粒,11,粒,unihan:identity,119,5,17.0.0
粕,11,粕,unihan:identity,119,5,17.0.0
粗,11,粗,unihan:identity,119,5,17.0.0
粘,11,粘,unihan:identity,119,5,17.0.0
粜,25,糶,unihan:kTraditionalVariant[17.0.0],119,19,17.0.0
粝,21,糲,char-table:preferred-traditional+unihan:kTraditionalVariant,119,15,17.0.0
粞,12,粞,unihan:identity,119,6,17.0.0
粟,12,粟,unihan:identity,119,6,17.0.0
粢,12,粢,unihan:identity,119,6,17.0.0
粤,13,粵,unihan:kTraditionalVariant[17.0.0],119,7,17.0.0
粥,12,粥,unihan:identity,119,6,17.0.0
粪,17,糞,char-table:preferred-traditional+unihan:kTraditionalVariant,119,11,17.0.0
粮,18,糧,char-table:preferred-traditional+unihan:kTraditionalVariant,119,12,17.0.0
粱,13,粱,unihan:identity,119,7,17.0.0
粲,13,粲,unihan:identity,119,7,17.0.0
粳,13,粳,unihan:identity,119,7,17.0.0
粹,14,粹,unihan:identity,119,8,17.0.0
粼,14,粼,unihan:identity,119,8,17.0.0
粽,14,粽,unihan:identity,119,8,17.0.0
精,14,精,unihan:identity,119,8,17.0.0
粿,14,粿,unihan:identity,119,8,17.0.0
糁,17,糝,char-table:preferred-traditional+unihan:kTraditionalVariant,119,11,17.0.0
糅,15,糅,unihan:identity,119,9,17.0.0
糇,18,餱,unihan:kTraditionalVariant[17.0.0],184,9,17.0.0
糈,15,糈,unihan:identity,119,9,17.0.0
糊,15,糊,unihan:identity,119,9,17.0.0
糌,15,糌,unihan:identity,119,9,17.0.0
糍,15,糍,unihan:identity,119,9,17.0.0
糒,16,糒,unihan:identity,119,10,17.0.0
糕,16,糕,unihan:identity,119,10,17.0.0
糖,16,糖,unihan:identity,119,10,17.0.0
糗,16,糗,unihan:identity,119,10,17.0.0
糙,17,糙,unihan:identity,119,11,17.0.0
糜,17,糜,unihan:identity,119,11,17.0.0
糟,17,糟,unihan:identity,119,11,17.0.0
糠,17,糠,unihan:identity,119,11,17.0.0
糨,17,糨,unihan:identity,119,11,17.0.0
糯,20,糯,unihan:identity,119,14,17.0.0
糵,23,糵,unihan:identity,119,17,17.0.0
系,9,係,char-table:preferred-traditional+unihan:kTraditionalVariant,9,7,17.0.0
紊,10,紊,unihan:identity,120,4,17.0.0
素,10,素,unihan:identity,120,4,17.0.0
索,10,索,unihan:identity,120,4,17.0.0
紧,14,緊,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
紫,11,紫,unihan:identity,120,5,17.0.0
累,21,纍,char-table:preferred-traditional+unihan:kTraditionalVariant,120,15,17.0.0
絜,12,絜,unihan:identity,120,6,17.0.0
絮,12,絮,unihan:identity,120,6,17.0.0
絷,17,縶,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
綦,14,綦,unihan:identity,120,8,17.0.0
綮,14,綮,unihan:identity,120,8,17.0.0
縠,16,縠,unihan:identity,120,10,17.0.0
縢,16,縢,unihan:identity,120,10,17.0.0
縻,17,縻,unihan:identity,120,11,17.0.0
繁,17,繁,unihan:identity,120,11,17.0.0
繄,17,繄,unihan:identity,120,11,17.0.0
繇,17,繇,unihan:identity,120,11,17.0.0
纂,20,纂,unihan:identity,120,14,17.0.0
纛,25,纛,unihan:identity,120,19,17.0.0
纠,8,糾,char-table:preferred-traditional+unihan:kTraditionalVariant,120,2,17.0.0
纡,9,紆,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
红,9,紅,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
纣,9,紂,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
纤,17,縴,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
纥,9,紇,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
约,9,約,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
级,10,級,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纨,9,紈,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
纩,21,纊,char-table:preferred-traditional+unihan:kTraditionalVariant,120,15,17.0.0
纪,9,紀,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
纫,9,紉,char-table:preferred-traditional+unihan:kTraditionalVariant,120,3,17.0.0
纬,15,緯,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
纭,10,紜,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纮,10,紘,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纯,10,純,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纰,10,紕,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纱,10,紗,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纲,14,綱,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
纳,10,納,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纴,10,紝,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纵,17,縱,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
纶,14,綸,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
纷,10,紛,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纸,10,紙,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纹,10,紋,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纺,10,紡,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纻,11,紵,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
纼,10,紖,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纽,10,紐,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
纾,10,紓,char-table:preferred-traditional+unihan:kTraditionalVariant,120,4,17.0.0
线,14,綫,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绀,11,紺,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绁,11,紲,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绂,11,紱,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
练,15,練,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
组,11,組,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绅,11,紳,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
细,11,細,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
织,18,織,char-table:preferred-traditional+unihan:kTraditionalVariant,120,12,17.0.0
终,11,終,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绉,16,縐,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
绊,11,絆,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绋,11,紼,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绌,11,絀,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绍,11,紹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绎,19,繹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
经,13,經,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绐,11,紿,char-table:preferred-traditional+unihan:kTraditionalVariant,120,5,17.0.0
绑,13,綁,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绒,12,絨,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
结,12,結,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绔,12,絝,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绕,18,繞,char-table:preferred-traditional+unihan:kTraditionalVariant,120,12,17.0.0
绖,12,絰,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绗,12,絎,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绘,19,繪,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
给,12,給,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绚,12,絢,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绛,12,絳,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
络,12,絡,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绝,12,絶,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绞,12,絞,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
统,12,統,char-table:preferred-traditional+unihan:kTraditionalVariant,120,6,17.0.0
绠,13,綆,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绡,13,綃,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绢,13,絹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绣,13,綉,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绤,13,綌,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绥,13,綏,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绦,16,縧,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
继,20,繼,char-table:preferred-traditional+unihan:kTraditionalVariant,120,14,17.0.0
绨,13,綈,char-table:preferred-traditional+unihan:kTraditionalVariant,120,7,17.0.0
绩,17,績,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
绪,14,緒,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绫,14,綾,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
续,21,續,char-table:preferred-traditional+unihan:kTraditionalVariant,120,15,17.0.0
绮,14,綺,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绯,14,緋,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绰,14,綽,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绱,14,緔,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绲,14,緄,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绳,19,繩,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
维,14,維,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绵,14,綿,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绶,14,綬,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绷,14,綳,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绸,14,綢,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绹,14,綯,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绺,14,綹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绻,14,綣,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
综,14,綜,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绽,14,綻,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绾,14,綰,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
绿,14,緑,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
缀,14,綴,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
缁,14,緇,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
缂,15,緙,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缃,15,緗,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缄,15,緘,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缅,15,緬,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缆,27,纜,char-table:preferred-traditional+unihan:kTraditionalVariant,120,21,17.0.0
缇,15,緹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缈,15,緲,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缉,15,緝,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缊,15,緼,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缌,15,緦,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缎,15,緞,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缐,15,線,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缑,15,緱,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缒,16,縋,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缓,15,緩,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缔,15,締,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缕,17,縷,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
编,15,編,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缗,15,緡,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缘,15,緣,char-table:preferred-traditional+unihan:kTraditionalVariant,120,9,17.0.0
缙,16,縉,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缚,16,縛,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缛,16,縟,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缜,16,縝,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缝,17,縫,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缞,16,縗,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缟,16,縞,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缠,21,纏,char-table:preferred-traditional+unihan:kTraditionalVariant,120,15,17.0.0
缡,17,縭,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缢,16,縊,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缣,16,縑,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
缤,20,繽,char-table:preferred-traditional+unihan:kTraditionalVariant,120,14,17.0.0
缥,17,縹,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缦,17,縵,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缧,17,縲,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缨,23,纓,char-table:preferred-traditional+unihan:kTraditionalVariant,120,17,17.0.0
缩,17,縮,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缪,17,繆,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缫,17,繅,char-table:preferred-traditional+unihan:kTraditionalVariant,120,11,17.0.0
缬,21,纈,char-table:preferred-traditional+unihan:kTraditionalVariant,120,15,17.0.0
缭,18,繚,char-table:preferred-traditional+unihan:kTraditionalVariant,120,12,17.0.0
缮,18,繕,char-table:preferred-traditional+unihan:kTraditionalVariant,120,12,17.0.0
缯,18,繒,char-table:preferred-traditional+unihan:kTraditionalVariant,120,12,17.0.0
缰,19,繮,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
缱,20,繾,char-table:preferred-traditional+unihan:kTraditionalVariant,120,14,17.0.0
缲,19,繰,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
缳,19,繯,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
缴,19,繳,char-table:preferred-traditional+unihan:kTraditionalVariant,120,13,17.0.0
缵,25,纘,char-table:preferred-traditional+unihan:kTraditionalVariant,120,19,17.0.0
缶,6,缶,unihan:identity,121,0,17.0.0
缸,9,缸,unihan:identity,121,3,17.0.0
缺,10,缺,unihan:identity,121,4,17.0.0
罂,20,罌,char-table:preferred-traditional+unihan:kTraditionalVariant,121,14,17.0.0
罄,17,罄,unihan:identity,121,11,17.0.0
罅,17,罅,unihan:identity,121,11,17.0.0
罍,21,罍,unihan:identity,121,15,17.0.0
罐,24,罐,unihan:identity,121,18,17.0.0
网,14,網,char-table:preferred-traditional+unihan:kTraditionalVariant,120,8,17.0.0
罔,9,罔,unihan:identity,122,3,17.0.0
罕,9,罕,unihan:identity,122,3,17.0.0
罗,20,羅,char-table:preferred-traditional+unihan:kTraditionalVariant,122,14,17.0.0
罘,10,罘,unihan:identity,122,4,17.0.0
罚,15,罰,char-table:preferred-traditional+unihan:kTraditionalVariant,122,9,17.0.0
罟,11,罟,unihan:identity,122,5,17.0.0
罡,11,罡,unihan:identity,122,5,17.0.0
罢,16,罷,char-table:preferred-traditional+unihan:kTraditionalVariant,122,10,17.0.0
罨,14,罨,unihan:identity,122,8,17.0.0
罩,14,罩,unihan:identity,122,8,17.0.0
罪,14,罪,unihan:identity,122,8,17.0.0
置,14,置,unihan:identity,122,8,17.0.0
罱,15,罱,unihan:identity,122,9,17.0.0
署,14,署,unihan:identity,122,8,17.0.0
罴,20,羆,char-table:preferred-traditional+unihan:kTraditionalVariant,122,14,17.0.0
罶,16,罶,unihan:identity,122,10,17.0.0
罹,17,罹,unihan:identity,122,11,17.0.0
罽,18,罽,unihan:identity,122,12,17.0.0
罾,18,罾,unihan:identity,122,12,17.0.0
羁,25,羈,char-table:preferred-traditional+unihan:kTraditionalVariant,122,19,17.0.0
